u,v,time,k
0,3,0.008528363858313797,0
1,11,0.008528363858313797,0
3,4,0.008528363858313797,0
5,11,0.008528363858313797,0
9,15,0.008528363858313797,0
12,18,0.008528363858313797,0
13,14,0.008528363858313797,0
3,4,0.008528363858313797,1
1,5,0.011850107691644957,0
3,18,0.011850107691644957,0
5,16,0.011850107691644957,0
11,13,0.011850107691644957,0
1,14,0.011962613588907912,0
3,12,0.011962613588907912,0
5,19,0.011962613588907912,0
6,11,0.011962613588907912,0
8,12,0.011962613588907912,0
9,14,0.011962613588907912,0
11,12,0.011962613588907912,0
12,15,0.011962613588907912,0
2,6,0.01719093484513479,0
4,12,0.01719093484513479,0
4,14,0.01719093484513479,0
8,10,0.01719093484513479,0
10,15,0.01719093484513479,0
0,6,0.039259209436809675,0
0,16,0.039259209436809675,0
2,7,0.039259209436809675,0
5,10,0.039259209436809675,0
1,6,0.04203482980025535,0
1,9,0.04203482980025535,0
1,10,0.04203482980025535,0
2,18,0.04203482980025535,0
3,5,0.04203482980025535,0
3,7,0.04203482980025535,0
4,7,0.04203482980025535,0
4,11,0.04203482980025535,0
6,16,0.04203482980025535,0
7,18,0.04203482980025535,0
8,11,0.04203482980025535,0
10,11,0.04203482980025535,0
11,18,0.04203482980025535,0
0,18,0.04833450014742117,0
2,10,0.04833450014742117,0
5,12,0.04833450014742117,0
7,15,0.04833450014742117,0
9,19,0.04833450014742117,0
12,17,0.04833450014742117,0
13,15,0.04833450014742117,0
14,19,0.04833450014742117,0
17,19,0.04833450014742117,0
4,9,0.04857490695563841,0
11,17,0.04857490695563841,0
1,5,0.04857490695563841,1
0,1,0.049410941370363545,0
0,13,0.049410941370363545,0
1,19,0.049410941370363545,0
4,8,0.049410941370363545,0
4,19,0.049410941370363545,0
6,8,0.049410941370363545,0
6,15,0.049410941370363545,0
8,14,0.049410941370363545,0
0,2,0.053848128364452234,0
3,9,0.053848128364452234,0
4,15,0.053848128364452234,0
6,13,0.053848128364452234,0
10,12,0.053848128364452234,0
16,17,0.053848128364452234,0
18,19,0.053848128364452234,0
1,7,0.0627060965869913,0
2,15,0.0627060965869913,0
7,11,0.0627060965869913,0
8,13,0.0627060965869913,0
8,19,0.0627060965869913,0
10,13,0.0627060965869913,0
11,15,0.0627060965869913,0
14,17,0.0627060965869913,0
6,16,0.0627060965869913,1
0,14,0.06557248125827293,0
1,12,0.06557248125827293,0
1,16,0.06557248125827293,0
5,6,0.06557248125827293,0
5,15,0.06557248125827293,0
5,17,0.06557248125827293,0
5,18,0.06557248125827293,0
12,13,0.06557248125827293,0
13,19,0.06557248125827293,0
14,18,0.06557248125827293,0
2,8,0.07684050959282034,0
2,11,0.07684050959282034,0
3,6,0.07684050959282034,0
7,16,0.07684050959282034,0
7,19,0.07684050959282034,0
9,11,0.07684050959282034,0
0,5,0.07912933466011389,0
0,12,0.07912933466011389,0
0,17,0.07912933466011389,0
3,13,0.07912933466011389,0
4,13,0.07912933466011389,0
8,16,0.07912933466011389,0
9,12,0.07912933466011389,0
15,18,0.07912933466011389,0
16,18,0.07912933466011389,0
3,11,0.07931700991828833,0
6,7,0.07931700991828833,0
10,14,0.07931700991828833,0
