u,v,time,k
1,3,0.00880619454855271,0
1,13,0.00880619454855271,0
1,15,0.00880619454855271,0
4,7,0.00880619454855271,0
5,6,0.00880619454855271,0
8,9,0.00880619454855271,0
10,13,0.00880619454855271,0
11,16,0.00880619454855271,0
12,17,0.00880619454855271,0
14,17,0.00880619454855271,0
0,19,0.014433715214915096,0
3,8,0.014433715214915096,0
4,15,0.014433715214915096,0
12,18,0.014433715214915096,0
0,9,0.02334396689828849,0
2,4,0.02334396689828849,0
2,6,0.02334396689828849,0
3,11,0.02334396689828849,0
5,10,0.02334396689828849,0
12,19,0.02334396689828849,0
0,5,0.031060895640552418,0
0,14,0.031060895640552418,0
0,18,0.031060895640552418,0
2,16,0.031060895640552418,0
2,18,0.031060895640552418,0
4,12,0.031060895640552418,0
6,10,0.031060895640552418,0
6,13,0.031060895640552418,0
6,15,0.031060895640552418,0
7,9,0.031060895640552418,0
9,16,0.031060895640552418,0
12,16,0.031060895640552418,0
0,4,0.032718093734340536,0
5,7,0.032718093734340536,0
5,18,0.032718093734340536,0
7,12,0.032718093734340536,0
10,11,0.032718093734340536,0
6,11,0.033864415773475744,0
1,4,0.056590733595554235,0
7,15,0.056590733595554235,0
7,17,0.056590733595554235,0
1,5,0.07200181177473787,0
2,19,0.07200181177473787,0
4,8,0.07200181177473787,0
10,12,0.07200181177473787,0
10,18,0.07200181177473787,0
11,14,0.07200181177473787,0
0,6,0.07401728193801273,0
0,12,0.07401728193801273,0
1,14,0.07401728193801273,0
3,17,0.07401728193801273,0
5,17,0.07401728193801273,0
5,19,0.07401728193801273,0
11,13,0.07401728193801273,0
14,19,0.07401728193801273,0
1,8,0.08291385526908511,0
2,12,0.08291385526908511,0
5,9,0.08291385526908511,0
5,11,0.08291385526908511,0
5,16,0.08291385526908511,0
6,19,0.08291385526908511,0
17,18,0.08291385526908511,0
4,6,0.08403474907120731,0
10,17,0.08403474907120731,0
13,19,0.08403474907120731,0
0,2,0.08768254983402285,0
0,17,0.08768254983402285,0
7,19,0.08768254983402285,0
9,13,0.08768254983402285,0
0,1,0.09231424560687836,0
1,7,0.09231424560687836,0
2,5,0.09231424560687836,0
2,10,0.09231424560687836,0
6,16,0.09231424560687836,0
8,10,0.09231424560687836,0
0,5,0.09231424560687836,1
3,4,0.09376846167001061,0
3,12,0.09376846167001061,0
6,8,0.09376846167001061,0
6,17,0.09376846167001061,0
4,7,0.09376846167001061,1
0,16,0.09395745950191588,0
1,2,0.09395745950191588,0
1,17,0.09395745950191588,0
4,13,0.09395745950191588,0
7,16,0.09395745950191588,0
0,15,0.09470311596668209,0
4,18,0.09470311596668209,0
7,10,0.09470311596668209,0
10,14,0.09470311596668209,0
10,17,0.09470311596668209,1
0,8,0.09870093788912523,0
0,11,0.09870093788912523,0
2,15,0.09870093788912523,0
5,14,0.09870093788912523,0
6,18,0.09870093788912523,0
9,19,0.09870093788912523,0
15,19,0.09870093788912523,0
4,7,0.09870093788912523,1
3,6,0.10005267852352218,0
9,18,0.10005267852352218,0
2,3,0.10649089795663673,0
2,8,0.10649089795663673,0
4,14,0.10649089795663673,0
9,10,0.10649089795663673,0
9,15,0.10649089795663673,0
11,18,0.10649089795663673,0
13,14,0.10649089795663673,0
15,18,0.10649089795663673,0
8,19,0.11589050160497441,0
10,15,0.11589050160497441,0
1,4,0.11589050160497441,1
11,12,0.12356327564992249,0
